# ID  glon  glat  vrad fe_h mg_fe o_fe 
2M18055108-2945558          1.50102  -4.22730  120.927 -0.349 -0.101 -0.173 
2M18055152-2038004          9.48283   0.22187  -19.461  0.026  0.068  0.074 
2M18055164-2549098          4.95636  -2.31094 -116.730  0.278  0.144  0.073 
2M18055167-2605543          4.71253  -2.44702 -148.049  0.138  0.087  0.032 
2M18055177-3637015         -4.54052  -7.51921   43.220 -0.323  0.286  0.246 
2M18055188-2934423          1.66652  -4.13917 -187.483 -0.607  0.328  0.285 
2M18055199-2949152          1.45402  -4.25701   19.485 -0.477  0.318  0.263 
2M18055202-2602510          4.75767  -2.42334  -40.489 -0.505  0.295  0.306 
2M18055253-2900284          2.16787  -3.86464   71.473  0.250  0.110  0.073 
2M18055374-2552245          4.91294  -2.34418   52.217 -0.215  0.292  0.245 
2M18055379-2920337          1.87658  -4.03099  193.191  0.466  0.176  0.081 
2M18055440-2500337          5.66911  -1.92502  114.081 -0.076  0.170  0.247 
2M18055476-2531101          5.22412  -2.17496   34.945  0.256  0.005  0.018 
2M18055483-2546180          5.00389  -2.29814  -10.876 -0.185  0.018  0.063 
2M18055539-2431153          6.09752  -1.68999  -36.209 -0.518  0.324  0.280 
2M18055575-2525350          5.30727  -2.13283  171.441 -0.178  0.209  0.164 
2M18055589-2559430          4.81038  -2.41056  -65.403  0.333  0.069  0.032 
2M18055594-2516361          5.43841  -2.06047  -71.201 -0.898  0.294  0.348 
2M18055597-3055535          0.48587  -4.80679  -52.488 -0.874  0.355  0.245 
2M18055652-3708068         -4.99318  -7.77895  -26.557 -0.468  0.342  0.267 
2M18055677-2510029          5.53534  -2.00993   10.559 -0.089  0.249  0.198 
2M18055677-3637162         -4.53614  -7.53587 -199.205 -0.531  0.279  0.280 
2M18055715-3652522         -4.76643  -7.66035   -5.878 -0.808  0.366  0.330 
2M18055850-2452518          5.78875  -1.87598   73.179 -0.320  0.222  0.209 
2M18055856-2455515          5.74523  -1.90051    6.574 -0.098  0.189  0.240 
2M18055893-3652457         -4.76199  -7.66471  -56.540  0.367  0.060  0.038 
2M18055900-3754173         -5.67388  -8.15025 -164.255 -0.337  0.335  0.249 
2M18055947-2547472          4.99072  -2.32542   75.341 -0.106  0.204  0.231 
2M18055963-2530421          5.23986  -2.18716 -203.969 -0.239  0.245  0.191 
2M18055984-2521444          5.37075  -2.11505 -154.299 -1.220  0.271  0.263 
2M18060044-3736555         -5.41403  -8.01768    3.994  0.019  0.151  0.121 
2M18060078-3652391         -4.75742  -7.66928    9.657 -0.221  0.287  0.231 
2M18060090-2550282          4.95424  -2.35189  137.360  0.236  0.077  0.032 
2M18060157-2557280          4.85355  -2.41088  -51.604 -0.102  0.188  0.149 
2M18060161-2018484          9.78128   0.34388  120.969 -0.567  0.278  0.265 
2M18060175-2602192          4.78317  -2.45085  -20.157 -0.831  0.336  0.260 
2M18060182-2907234          2.08326  -3.95011  149.523  0.330  0.021  0.027 
2M18060216-3746157         -5.54982  -8.09622  -70.942  0.020  0.151  0.100 
2M18060217-2544071          5.04908  -2.30445   51.928 -0.643  0.361  0.291 
2M18060220-3643549         -4.62579  -7.60441   20.224 -0.395  0.279  0.233 
2M18060250-2512227          5.51196  -2.04776  -13.989 -0.003  0.204  0.233 
2M18060254-2617062          4.56920  -2.57344 -126.385 -0.037  0.232  0.193 
2M18060299-2456579          5.73731  -1.92413   99.313  0.449 -0.009  0.020 
2M18060300-3633215         -4.46827  -7.52327 -105.982  0.175  0.063  0.035 
2M18060303-2555245          4.88621  -2.39894  116.939  0.480  0.025  0.030 
2M18060337-2858071          2.22146  -3.88015  184.753  0.006  0.198  0.141 
2M18060339-2936330          1.65981  -4.19058  -46.736  0.101  0.173  0.149 
2M18060383-2233528          7.82098  -0.76319  136.298 -0.049  0.188  0.213 
2M18060401-2415222          6.34469  -1.58939   40.336 -0.012  0.166  0.119 
2M18060430-3640237         -4.57033  -7.58275 -105.040 -0.224  0.029  0.052 
2M18060497-2621405          4.50700  -2.61843  199.553  0.371  0.185  0.052 
2M18060598-3636016         -4.50298  -7.55316  -90.496 -0.578  0.343  0.286 
2M18060611-2905076          2.12391  -3.94551 -159.950 -0.188  0.295  0.238 
2M18060637-2611077          4.66325  -2.53744   25.782  0.256  0.098  0.065 
2M18060646-2909183          2.06349  -3.98036  -95.127  0.244  0.162  0.021 
2M18060710-3003308          1.27194  -4.41979   36.326  0.021  0.109  0.075 
2M18060722-2529403          5.26878  -2.20371   96.078 -0.019 -0.013  0.020 
2M18060740-2546220          5.02592  -2.33987   30.358 -0.621  0.363  0.300 
2M18060747-2620375          4.52686  -2.61809   -0.429 -0.344  0.357  0.273 
2M18060762-2916104          1.96514  -4.03951   26.782 -0.632  0.340  0.297 
2M18060796-2954286          1.40566  -4.34966 -139.448  0.150  0.027  0.029 
2M18060907-2857198          2.24307  -3.89194  120.681 -0.669  0.267  0.249 
2M18060935-2451056          5.83453  -1.89741   97.446 -1.156 -0.571 -0.464 
2M18060940-2951244          1.45308  -4.32946 -120.961  0.015  0.239  0.204 
2M18060942-2536554          5.16717  -2.26983   39.034 -0.466  0.314  0.284 
2M18060968-3004265          1.26287  -4.43541  -75.207 -0.230  0.267  0.176 
2M18060974-2515140          5.48368  -2.09475  161.613  0.490  0.049  0.057 
2M18060977-3712364         -5.03871  -7.85316  -85.657 -0.627  0.399  0.331 
2M18060978-2523065          5.36908  -2.15885 -149.311 -0.696  0.372  0.279 
2M18060991-2518201          5.43884  -2.12053 -178.320 -0.243  0.253  0.200 
2M18061014-2918324          1.93499  -4.06661  -84.728 -0.062 -0.021  0.013 
2M18061024-2903516          2.14974  -3.94842   -8.944 -0.023  0.159  0.232 
2M18061071-2443439          5.94421  -1.84210  -89.162 -0.544  0.282  0.256 
2M18061141-3751546         -5.61912  -8.16751   29.677  0.328  0.092  0.047 
2M18061156-2452295          5.81822  -1.91604   42.961  0.064  0.191  0.236 
2M18061192-2606185          4.74358  -2.51646  -70.356 -0.250  0.303  0.213 
2M18061195-2500410          5.69966  -1.98386  230.078  0.042  0.160  0.168 
2M18061229-2552469          4.94139  -2.40796  121.811  0.024  0.162  0.219 
2M18061232-2944119          1.56366  -4.28057   71.815 -0.222  0.224  0.221 
2M18061308-2522503          5.37905  -2.16749    8.720 -0.120  0.195  0.153 
2M18061336-3147053         -0.23455  -5.27254  -57.507 -0.631  0.309  0.305 
2M18061344-2913285          2.01486  -4.03624   68.561  0.268 -0.028  0.005 
2M18061370-3747275         -5.54944  -8.13913 -159.539 -0.211  0.324  0.215 
2M18061464-2434528          6.08034  -1.78315  -15.601 -0.068 -0.004 -0.006 
2M18061479-2509148          5.58016  -2.06277  253.512 -0.482  0.367  0.291 
2M18061512-2914020          2.00966  -4.04608  111.206 -0.204  0.185  0.256 
2M18061518-2508064          5.59751  -2.05481 -165.364  0.253  0.083  0.056 
2M18061522-3052060          0.57474  -4.83654   16.171 -0.043  0.022  0.020 
2M18061537-2540193          5.12855  -2.31691  194.330  0.458  0.252  0.193 
2M18061563-2929170          1.78761  -4.17076   -7.494  0.416  0.047  0.018 
2M18061587-2448554          5.87812  -1.90131 -161.484 -0.863  0.412  0.294 
2M18061651-2522267          5.39107  -2.17558   11.577  0.211  0.061  0.026 
2M18061709-2504225          5.65534  -2.03079  -93.862  0.263  0.156  0.038 
2M18061721-2535294          5.20233  -2.28375  136.478 -0.396  0.190  0.227 
2M18061737-2550180          4.98683  -2.40442   90.027  0.368 -0.011  0.010 
2M18061755-2533439          5.22857  -2.27060  198.982 -0.622  0.352  0.301 
2M18061777-2514464          5.50513  -2.11744   36.193 -0.344  0.105  0.144 
2M18061779-2926410          1.82942  -4.15664  171.982  0.448  0.102  0.048 
2M18061844-2010566          9.92777   0.35046  -63.259  0.223  0.054  0.014 
2M18061889-2902468          2.18081  -3.96725  -83.531 -0.203  0.293  0.239 
2M18061942-2543078          5.09505  -2.35298   14.443 -0.401  0.301  0.284 
2M18061985-2908013          2.10589  -4.01262  104.863 -0.115  0.192  0.174 
2M18061995-2035587          9.56646   0.14163   31.978  0.015  0.183  0.212 
2M18062016-2508420          5.59799  -2.07603   24.778  0.288  0.059  0.046 
2M18062016-3737327         -5.39217  -8.07993   82.192 -0.983  0.169  0.187 
2M18062036-3644253         -4.60429  -7.66180   14.629  0.010  0.197  0.187 
2M18062062-2435111          6.08695  -1.80542  158.557 -0.040  0.203  0.243 
2M18062081-2013271          9.89582   0.32195  -29.891  0.166  0.019  0.059 
2M18062192-2930393          1.77860  -4.20178   88.200  0.461  0.004  0.004 
2M18062198-3703285         -4.88402  -7.81689   11.316  0.283  0.129  0.089 
2M18062220-2539069          5.15866  -2.32954  188.784  0.246  0.225  0.218 
2M18062276-3059566          0.47288  -4.92321  -41.088 -0.058  0.134  0.227 
2M18062298-2934574          1.71754  -4.23984 -177.592 -0.684  0.110  0.102 
2M18062355-2450496          5.86458  -1.94212   69.586 -0.437  0.322  0.298 
2M18062361-2925318          1.85652  -4.16582  145.405  0.231  0.057  0.037 
2M18062364-2605013          4.78372  -2.54435   15.753  0.193  0.093  0.058 
2M18062371-3627541         -4.35433  -7.54118  -93.308 -1.627  0.316  0.371 
2M18062386-3641234         -4.55380  -7.64815   70.267 -0.715  0.260  0.252 
2M18062395-2555056          4.92898  -2.46486   -2.345 -0.761  0.305  0.248 
2M18062420-3629232         -4.37553  -7.55437  181.492 -1.441  0.233  0.274 
2M18062469-2614572          4.64086  -2.62830  -33.341 -0.848  0.259  0.191 
2M18062490-2952106          1.46899  -4.38469   80.314 -0.191  0.232  0.213 
2M18062510-3656253         -4.77453  -7.77042 -102.763 -0.224  0.265  0.224 
2M18062510-2947252          1.53894  -4.34700   15.964  0.249  0.089  0.019 
2M18062517-2444095          5.96467  -1.89333   43.187 -0.877  0.291  0.246 
2M18062532-2933491          1.73830  -4.23808  -99.160 -0.202  0.255  0.220 
2M18062561-2519213          5.45279  -2.18043   55.567 -0.118  0.219  0.241 
2M18062600-2452575          5.83804  -1.96751   92.532  0.203  0.072  0.203 
2M18062676-3639501         -4.52614  -7.64441   12.859 -0.644  0.359  0.375 
2M18062704-2541339          5.13180  -2.36530   89.434  0.435  0.016  0.005 
2M18062713-3645346         -4.61059  -7.69083 -170.740  0.276  0.087  0.044 
2M18062744-3728084         -5.24114  -8.02712   23.421 -0.534  0.313  0.281 
2M18062767-2452390          5.84559  -1.97051   63.446 -0.717  0.328  0.247 
2M18062797-2901565          2.20914  -3.98943  -78.212 -0.208  0.206  0.243 
2M18062832-2859579          2.23864  -3.97461  239.537 -0.415  0.369  0.266 
2M18062872-2530538          5.29033  -2.28429  177.997  0.392  0.006  0.004 
2M18062912-2615566          4.63447  -2.65079  -37.990 -0.545  0.316  0.278 
2M18062952-3753061         -5.60844  -8.22939  -60.467 -0.515  0.359  0.281 
2M18062971-2601477          4.84180  -2.53806   -4.265 -1.237  0.296  0.205 
2M18062975-2855357          2.30506  -3.94392 -151.087 -0.668  0.347  0.282 
2M18063002-2559272          4.87651  -2.52006  186.742  0.317  0.041  0.023 
2M18063011-2547143          5.05473  -2.42137 -129.806 -0.686  0.348  0.278 
2M18063028-2517216          5.49044  -2.17962   81.998  0.318  0.030  0.026 
2M18063073-2902597          2.19860  -4.00672  155.420 -0.138  0.190  0.206 
2M18063075-2934286          1.73823  -4.26061 -178.434  0.017  0.093  0.096 
2M18063152-2611374          4.70182  -2.62362  -60.810  0.057  0.153  0.091 
2M18063161-3646119         -4.61267  -7.70890  -41.392 -0.384  0.321  0.264 
2M18063202-2939063          1.67274  -4.30193  133.249  0.383  0.032 -0.012 
2M18063288-3624445         -4.29286  -7.54329   30.021 -0.361  0.205  0.172 
2M18063300-2559072          4.88681  -2.52711   57.423 -0.351  0.280  0.302 
2M18063360-2424149          6.27021  -1.75961  -35.672  0.207  0.062  0.038 
2M18063376-2623017          4.53960  -2.72333  109.372 -0.228  0.271  0.289 
2M18063393-2557599          4.90486  -2.52109   16.206  0.474  0.052  0.007 
2M18063427-2418408          6.35254  -1.71662  104.269 -0.911  0.376  0.266 
2M18063465-2935403          1.72758  -4.28261  107.139 -0.321  0.258  0.267 
2M18063469-2500103          5.74896  -2.05471  164.650 -0.446  0.458  0.308 
2M18063500-2441082          6.02682  -1.90131  113.990  0.278  0.006  0.011 
2M18063521-2547482          5.05580  -2.44266   86.999  0.262  0.113  0.021 
2M18063530-2451463          5.87247  -1.98859  141.521 -0.077  0.247  0.221 
2M18063567-2543278          5.11991  -2.40899   14.543  0.305  0.059  0.023 
2M18063603-2427031          6.23387  -1.79042  -12.835  0.040  0.177  0.234 
2M18063624-2605282          4.80014  -2.58918  166.938 -0.281  0.305  0.303 
2M18063681-2919425          1.96492  -4.16085  130.538  0.343  0.028  0.024 
2M18063726-2504578          5.68385  -2.10205  238.907 -0.119  0.254  0.250 
2M18063752-3704276         -4.87396  -7.87016  -76.581  0.056  0.175  0.237 
2M18063768-2526076          5.37625  -2.27505 -132.053  0.305  0.116  0.037 
2M18063783-2858255          2.27797  -3.99251  -90.382  0.418  0.082  0.011 
2M18063790-2537014          5.21784  -2.36410   34.146  0.182  0.136  0.066 
2M18063791-2601494          4.85633  -2.56511  110.381 -0.102  0.144  0.103 
2M18063825-2532437          5.28109  -2.33044   21.927 -0.646  0.344  0.285 
2M18063871-2435518          6.11047  -1.87078  126.156 -0.648  0.325  0.262 
2M18063904-3731216         -5.27065  -8.08623  -64.342 -0.491  0.336  0.275 
2M18063905-2609467          4.74244  -2.63327  -11.456 -0.859  0.308  0.245 
2M18063999-2437434          6.08573  -1.89011  -27.478 -0.394  0.285  0.299 
2M18064007-2503069          5.71596  -2.09634  -13.328  0.363  0.101  0.029 
2M18064053-2928438          1.83949  -4.24533  103.575 -0.902  0.350  0.284 
2M18064063-2909408          2.11832  -4.09217  -33.096  0.321  0.128  0.060 
2M18064066-2949193          1.53836  -4.41157   68.089 -0.201  0.286  0.249 
2M18064175-2011095          9.96911   0.26913  -24.842  0.304  0.047  0.022 
2M18064226-2508468          5.63745  -2.14949   90.474  0.007  0.156  0.103 
2M18064241-2512030          5.59006  -2.17649   97.432 -0.284  0.209  0.249 
2M18064250-3008134          1.26484  -4.56945  169.212 -1.315  0.102  0.275 
2M18064271-2451450          5.88643  -2.01289  144.896 -0.383  0.373  0.277 
2M18064296-2424145          6.28760  -1.79059  198.322  0.159  0.099  0.091 
2M18064323-2502311          5.73048  -2.10193   52.137 -0.232  0.191  0.241 
2M18064394-2936419          1.72886  -4.32034   36.501 -0.129  0.220  0.193 
2M18064396-2551204          5.02022  -2.49998   33.389 -0.323  0.033  0.064 
2M18064407-2522164          5.44411  -2.26483   27.004  0.412 -0.014  0.029 
2M18064414-2522404          5.43842  -2.26832   52.690  0.437  0.058 -0.002 
2M18064439-2601044          4.87907  -2.58023  138.162  0.493  0.010  0.029 
2M18064440-2530471          5.32066  -2.33488  -31.185 -0.679  0.336  0.262 
2M18064476-2904244          2.20274  -4.06285   93.558  0.457 -0.028 -0.011 
2M18064492-2502512          5.72869  -2.11021    3.735  0.427  0.061  0.012 
2M18064547-3702008         -4.82507  -7.87421   71.258  0.015  0.154  0.157 
2M18064601-3742274         -5.42449  -8.19370  -95.640 -0.641  0.342  0.263 
2M18064618-2523543          5.42421  -2.28498 -134.419 -0.162  0.327  0.222 
2M18064739-3636065         -4.43800  -7.67578 -189.181 -0.906  0.365  0.262 
2M18064753-2511125          5.61172  -2.18654   58.706  0.293 -0.029 -0.006 
2M18064818-2530526          5.32624  -2.34804  -53.871 -0.216  0.140  0.099 
2M18064843-2534201          5.27628  -2.37689  -72.871  0.054  0.097  0.061 
2M18064887-2438329          6.09008  -1.92618   36.739 -0.458  0.367  0.315 
2M18064899-2522191          5.45247  -2.28139  174.665 -0.268  0.369  0.286 
2M18064994-2551461          5.02489  -2.52306  -16.250  0.276  0.147  0.124 
2M18065009-2516355          5.53796  -2.23858   62.266 -0.045  0.162  0.146 
2M18065009-2522581          5.44502  -2.29028   51.709 -0.219  0.293  0.242 
2M18065027-2557452          4.93820  -2.57261   88.149 -0.792  0.191  0.256 
2M18065088-2455328          5.84612  -2.07066  101.361  0.429  0.005  0.008 
2M18065096-2525510          5.40459  -2.31648  122.799  0.346  0.041  0.029 
2M18065131-2551212          5.03343  -2.52419   44.711  0.328  0.087  0.035 
2M18065137-3627043         -4.29775  -7.61627    6.450 -0.066  0.209  0.236 
2M18065143-3010381          1.24509  -4.61703  -80.703 -0.183  0.221  0.150 
2M18065163-2906228          2.18601  -4.10064  -39.007  0.051  0.189  0.124 
2M18065198-2604185          4.84572  -2.63125 -124.964 -0.399  0.270  0.238 
2M18065219-2550030          5.05403  -2.51651   42.700  0.368  0.133  0.053 
2M18065281-2541002          5.18706  -2.44529 -169.353  0.048  0.139  0.064 
2M18065289-2612349          4.72670  -2.70120  138.653  0.126  0.085  0.086 
2M18065294-2524286          5.42824  -2.31187 -108.725 -0.872  0.369  0.257 
2M18065305-2539285          5.20979  -2.43370   94.908 -0.733  0.297  0.236 
2M18065376-2503400          5.73308  -2.14596   14.537 -0.944  0.293  0.167 
2M18065403-2518574          5.51071  -2.27073  -30.586 -0.372  0.273  0.293 
2M18065406-2931413          1.81997  -4.31212   92.360  0.284  0.036  0.062 
2M18065423-2609529          4.76853  -2.68374  -29.045 -0.170  0.133  0.121 
2M18065429-3052353          0.63518  -4.96290   40.516 -0.526 -0.046 -0.033 
2M18065444-2548499          5.07590  -2.51403 -147.408  0.322  0.108  0.040 
2M18065475-2011168          9.99211   0.22374  -25.393 -0.093  0.249  0.171 
2M18065505-2503297          5.73794  -2.14881  213.377  0.466  0.095  0.058 
2M18065508-2521111          5.48015  -2.29226   -4.399  0.541  0.037 -0.016 
2M18065540-3031503          0.94131  -4.79983  -83.321  0.264  0.082  0.169 
2M18065641-2548039          5.09067  -2.51427  213.166 -1.110  0.348  0.662 
