# ID  glon  glat  vrad fe_h mg_fe o_fe 
2M17510136-2323257          5.37644   1.82365  105.689  0.241  0.025  0.068 
2M17510195-2805482          1.33268  -0.58491  105.713 -0.183  0.188  0.245 
2M17510213-2915093          0.33960  -1.17653 -183.549 -0.363  0.301  0.241 
2M17510259-3410549         -3.90350  -3.69245 -214.554  0.238  0.126  0.251 
2M17510267-2222399          6.25035   2.33639  202.822  0.212  0.064  0.048 
2M17510286-2307571          5.60127   1.95044  158.201 -0.288  0.211  0.265 
2M17510369-2956388         -0.25206  -1.53484 -253.975  0.038  0.197  0.166 
2M17510427-2238001          6.03352   2.20064  -67.988  0.299  0.001  0.012 
2M17510455-3008298         -0.42031  -1.63841  101.227  0.599  0.045  0.003 
2M17510526-2432014          4.40096   1.22669  179.652  0.041  0.049  0.022 
2M17510570-3324463         -3.23471  -3.31043  117.006 -0.462  0.216  0.216 
2M17510617-2154215          6.66339   2.56545  163.103  0.521  0.043  0.041 
2M17510684-2929132          0.14681  -1.31103   89.988 -0.185  0.207  0.257 
2M17510704-3231080         -2.46186  -2.85917 -233.730  0.257  0.111  0.054 
2M17510713-2220293          6.29037   2.34013   56.365  0.096  0.135  0.080 
2M17510715-2246358          5.91590   2.11801   -0.832  0.399  0.068  0.014 
2M17510771-2126223          7.06814   2.79814 -117.262 -0.456  0.281  0.223 
2M17510879-2334485          5.22781   1.70236  -20.230  0.433  0.040  0.010 
2M17510894-2257442          5.75966   2.01733  -27.919  0.495  0.013  0.021 
2M17510943-3250260         -2.73474  -3.03025  -45.688 -0.241  0.187  0.237 
2M17510953-3201045         -2.02587  -2.61136   -1.612 -0.661  0.358  0.272 
2M17511015-2258408          5.74848   2.00531 -136.009  0.354  0.007  0.016 
2M17511030-2936198          0.05134  -1.38238 -133.422 -0.727  0.337  0.270 
2M17511038-2922174          0.25267  -1.26306  212.819  0.410  0.038  0.015 
2M17511081-2234308          6.09640   2.20869  188.386 -0.810  0.379  0.245 
2M17511099-1830110          9.60804   4.28037  101.785  0.264  0.014  0.060 
2M17511127-3406383         -3.82675  -3.68198 -159.033 -0.055  0.203  0.162 
2M17511144-1853043          9.27934   4.08527  -83.748 -0.526  0.380  0.263 
2M17511150-2247449          5.90792   2.09383 -191.883 -0.774  0.340  0.256 
2M17511177-2317378          5.47992   1.83877  -31.502 -0.387  0.231  0.260 
2M17511205-3500253         -4.59937  -4.13957   13.315 -0.380  0.331  0.294 
2M17511253-2340307          5.15335   1.64155   46.890  0.058  0.229  0.164 
2M17511278-2249541          5.87952   2.07131  194.210 -0.371  0.402  0.247 
2M17511296-2230288          6.15850   2.23585   50.238 -1.030  0.374  0.243 
2M17511339-2307415          5.62560   1.91798 -123.126 -0.215  0.307  0.215 
2M17511350-2342170          5.12986   1.62328   99.877  0.352 -0.010 -0.009 
2M17511407-1820413          9.75101   4.35010   -7.730 -0.420  0.307  0.248 
2M17511409-2808493          1.31224  -0.64896  -45.687 -0.592  0.304  0.183 
2M17511466-2318312          5.47280   1.82168  168.833 -0.537  0.400  0.308 
2M17511484-2238217          6.04910   2.16264 -102.884  0.242  0.117  0.045 
2M17511495-2944055         -0.05132  -1.46292   49.313 -0.822  0.327  0.252 
2M17511563-2313290          5.54693   1.86133  266.962  0.080  0.160  0.093 
2M17511568-2819212          1.16436  -0.74366   51.417  0.506 -0.018 -0.023 
2M17511568-3249403         -2.71263  -3.04261 -102.207 -0.867  0.392  0.281 
2M17511569-3008094         -0.39492  -1.67003  299.551 -0.051  0.219  0.246 
2M17511619-2923283          0.24652  -1.29125   13.657 -0.746  0.330  0.255 
2M17511762-1849345          9.34209   4.09385 -135.611 -0.109  0.251  0.206 
2M17511807-3319042         -3.13081  -3.29916   27.735 -0.140  0.139  0.062 
2M17511815-2300499          5.73330   1.96061  140.590 -0.523  0.221  0.265 
2M17511858-3406032         -3.80548  -3.69875 -108.306 -0.464  0.375  0.314 
2M17511898-1843109          9.43688   4.14330   62.013 -0.087  0.169  0.095 
2M17511948-2237377          6.06874   2.15350  -58.823 -0.281  0.194  0.133 
2M17511960-2234277          6.11440   2.18005    3.130 -0.551  0.189  0.214 
2M17511999-2159492          6.61225   2.47311   -0.277  0.151  0.132  0.085 
2M17512032-3404128         -3.77596  -3.68836   44.468 -0.571  0.340  0.264 
2M17512125-2256440          5.79814   1.98524   21.202  0.281  0.075  0.033 
2M17512215-2212069          6.44007   2.36149   11.278 -0.845  0.281  0.254 
2M17512253-3332019         -3.30924  -3.42234 -146.014 -1.147  0.260  0.276 
2M17512334-2312599          5.56897   1.84007 -125.077  0.144  0.099  0.066 
2M17512376-2314199          5.55066   1.82732   -4.318  0.429  0.009 -0.013 
2M17512390-3217061         -2.23012  -2.79106 -124.610  0.466  0.023 -0.008 
2M17512424-2101259          7.45906   2.95460  -82.659 -0.555  0.337  0.250 
2M17512426-2125109          7.11796   2.75302  -14.533  0.024  0.201  0.159 
2M17512468-2224145          6.27102   2.25006    3.510  0.502  0.037 -0.002 
2M17512479-2343126          5.13855   1.57836  -18.675  0.022  0.184  0.134 
2M17512483-3004335         -0.32652  -1.66774  161.645  0.404  0.204  0.035 
2M17512487-3427252         -4.10195  -3.89824   25.624 -0.913  0.301  0.307 
2M17512489-2252433          5.86284   2.00733  149.736 -0.268  0.255  0.266 
2M17512527-2325097          5.39830   1.73027   -3.605  0.282  0.084  0.036 
2M17512535-2321088          5.45603   1.76414  141.948 -0.667  0.297  0.258 
2M17512591-3200588         -1.99499  -2.66033  -18.485 -0.958  0.382  0.358 
2M17512614-2258230          5.78406   1.95510 -137.488  0.396  0.087  0.012 
2M17512686-2316273          5.52625   1.79908   12.712  0.357  0.012 -0.023 
2M17512694-3016583         -0.50066  -1.77985  257.171  0.470  0.145  0.072 
2M17512785-2221351          6.31538   2.26212   -6.951  0.193  0.186  0.138 
2M17512840-2323228          5.42995   1.73515   59.987  0.153 -0.003  0.004 
2M17512846-2220147          6.33580   2.27150  101.505  0.104  0.188  0.158 
2M17512877-2153460          6.71646   2.49531 -103.254  0.358  0.099  0.044 
2M17512882-2244472          5.98437   2.06178  139.055 -0.586  0.267  0.244 
2M17512904-2342169          5.16015   1.57231 -121.110  0.124 -0.013 -0.009 
2M17513014-2249022          5.92598   2.02130  -73.770 -0.375  0.304  0.245 
2M17513028-1811445          9.91253   4.37038   -5.531  0.425  0.038  0.008 
2M17513066-2804459          1.40149  -0.66675 -246.763 -0.520  0.222  0.114 
2M17513078-1856501          9.26394   3.98776   -9.698  0.358  0.161  0.069 
2M17513080-2255063          5.84022   1.96755  261.614 -0.811  0.379  0.255 
2M17513144-2236306          6.10827   2.12344  207.492 -0.801  0.282  0.215 
2M17513160-1853172          9.31667   4.01494  -36.350 -0.873  0.404  0.393 
2M17513350-3153367         -1.87551  -2.62089   42.451  0.432 -0.025 -0.012 
2M17513358-1823266          9.75051   4.26034 -130.094  0.282  0.030  0.018 
2M17513541-1837387          9.54957   4.13417  131.408 -0.485  0.263  0.234 
2M17513599-3420340         -3.98385  -3.87322  -13.493  0.516  0.082  0.015 
2M17513652-2929315          0.19739  -1.40620  209.459 -0.005  0.298  0.247 
2M17513686-1852041          9.34476   4.00736   95.179 -0.765  0.396  0.323 
2M17513944-2245150          5.99852   2.02276  -73.737 -0.554  0.322  0.272 
2M17513969-3341464         -3.41905  -3.55613  -20.424  0.335  0.097  0.037 
2M17514036-3205573         -2.04045  -2.74645   46.191 -0.161  0.159  0.212 
2M17514045-3232544         -2.42752  -2.97522 -149.534 -0.009  0.165  0.169 
2M17514104-2330003          5.35960   1.63726   60.523 -0.225  0.297  0.260 
2M17514133-1848536          9.39944   4.01899   91.564 -0.266  0.206  0.204 
2M17514150-2306301          5.69765   1.83544  -21.441  0.420  0.002 -0.014 
2M17514291-2824073          1.14700  -0.87008  -17.711 -0.461  0.306  0.254 
2M17514306-2818321          1.22737  -0.82305   27.654 -1.083  0.290  0.134 
2M17514385-2245047          6.00963   2.00961   97.050  0.356  0.031  0.028 
2M17514451-3227151         -2.33897  -2.93960 -277.964  0.499  0.030  0.003 
2M17514479-2302385          5.75945   1.85737  -29.222 -0.454  0.276  0.245 
2M17514551-2316051          5.56799   1.74083  -22.969  0.016  0.197  0.155 
2M17514606-2706118          2.26992  -0.21736  180.079 -0.176  0.113 -0.005 
2M17514708-1826172          9.73666   4.19033  -78.526 -0.607  0.321  0.247 
2M17514773-2340063          5.22774   1.52945  -83.535 -1.034  0.337  0.243 
2M17514802-3255087         -2.73367  -3.18644  122.232  0.422  0.025 -0.008 
2M17514818-2800361          1.49406  -0.68675  156.729  0.254  0.045  0.027 
2M17514828-2759270          1.51074  -0.67728   97.323 -0.533  0.290  0.279 
2M17514836-3213460         -2.13831  -2.83698  -39.912 -0.274  0.266  0.283 
2M17514836-2311005          5.64638   1.77454   60.778  0.343  0.113  0.059 
2M17514857-1811561          9.94651   4.30632  135.532 -0.108  0.212  0.228 
2M17514904-2315576          5.57666   1.73025   60.729 -0.005  0.230  0.250 
2M17514914-2958513         -0.19999  -1.69472  178.280 -0.195  0.146  0.115 
2M17514918-2308553          5.67792   1.78957   89.910  0.041  0.027  0.052 
2M17514919-3553096         -5.29551  -4.69338 -138.535 -0.552  0.374  0.322 
2M17514934-2257299          5.84215   1.88601  103.129  0.071  0.085  0.068 
2M17514999-3148128         -1.76827  -2.62535   14.172 -0.582  0.335  0.278 
2M17515017-2334419          5.31004   1.56737 -108.598  0.312  0.048  0.004 
2M17515022-2632464          2.75690   0.05358   65.913 -0.058  0.010  0.012 
2M17515096-3303023         -2.84193  -3.26211   94.748  0.167  0.134  0.109 
2M17515112-2326276          5.43009   1.63424   61.700  0.308 -0.003  0.020 
2M17515138-2242587          6.05451   2.00256   17.357  0.044  0.047  0.058 
2M17515147-2215539          6.44340   2.23206  191.120  0.088  0.212  0.161 
2M17515292-2232571          6.20147   2.08255  -56.171  0.324  0.022  0.018 
2M17515364-2249478          5.96109   1.93720   28.676 -0.445  0.297  0.271 
2M17515370-2317351          5.56245   1.70112  217.218 -0.258  0.064 -0.013 
2M17515399-3231516         -2.38827  -3.00730  -96.772  0.056  0.208  0.175 
2M17515406-3411521         -3.82697  -3.85337   53.851  0.298  0.030 -0.008 
2M17515422-1901304          9.24360   3.86866  175.626 -0.566  0.321  0.253 
2M17515468-2958114         -0.18026  -1.70627   49.443  0.107  0.021  0.069 
2M17515468-2313170          5.62607   1.73440   28.886  0.310  0.067  0.021 
2M17515485-3219274         -2.20843  -2.90488   19.508  0.408  0.015 -0.015 
2M17515503-2741203          1.78309  -0.54470 -178.022  0.338  0.035  0.018 
2M17515563-2935584          0.14027  -1.52059   -6.577 -0.721  0.338  0.264 
2M17515585-2340029          5.24436   1.50329 -118.374  0.058  0.170  0.116 
2M17515636-2942250          0.04918  -1.57758  -58.795 -0.905  0.323  0.274 
2M17515638-2337474          5.27780   1.52072 -121.411 -0.514  0.346  0.254 
2M17515648-2239374          6.11267   2.01414  168.159 -0.004 -0.057  0.023 
2M17515751-1822306          9.81200   4.18663   55.051  0.324  0.032  0.025 
2M17515781-1900594          9.25822   3.86083 -123.031 -0.687  0.324  0.280 
2M17515891-2312099          5.65039   1.72996  211.605  0.308 -0.001  0.032 
2M17515891-3245178         -2.57267  -3.13594  -27.726  0.450  0.061  0.027 
2M17515903-2154246          6.76684   2.38917   43.134 -0.484  0.318  0.253 
2M17515910-3524545         -4.87091  -4.48437   42.578 -0.291  0.089  0.079 
2M17515917-2221365          6.37656   2.15808  -41.254  0.152  0.053  0.042 
2M17520008-2318238          5.56324   1.67320 -131.007 -0.096  0.103  0.071 
2M17520036-2212464          6.50574   2.22905   93.481 -0.503  0.223  0.206 
2M17520037-2952589         -0.09503  -1.67975  114.863 -0.210  0.221  0.237 
2M17520079-3315036         -2.99742  -3.39338  -56.085 -0.285  0.225  0.266 
2M17520135-2741330          1.79195  -0.56655   71.572  0.182 -0.055  0.008 
2M17520157-3305149         -2.85489  -3.31272   25.874 -0.740  0.283  0.230 
2M17520178-2253185          5.92660   1.88051   -3.186  0.394  0.023  0.006 
2M17520185-3259386         -2.77375  -3.26617  -77.288 -0.496  0.295  0.252 
2M17520303-2331185          5.38372   1.55391 -119.962  0.233  0.026  0.019 
2M17520322-1830356          9.70697   4.09898  -56.255 -0.679  0.366  0.297 
2M17520342-2326376          5.45165   1.59235   -3.770  0.247  0.087  0.044 
2M17520351-3201070         -1.92931  -2.77584 -144.124 -0.118  0.185  0.187 
2M17520357-2939267          0.10510  -1.57481   81.108 -0.692  0.278  0.239 
2M17520406-3035105         -0.69388  -2.04916 -140.712  0.341  0.128  0.035 
2M17520442-2301415          5.81145   1.80066  -95.457 -0.235  0.210  0.258 
2M17520497-3032429         -0.65690  -2.03111 -218.709  0.064  0.140  0.051 
2M17520525-2248283          6.00280   1.91008 -101.148  0.125  0.115  0.082 
2M17520531-2321114          5.53334   1.63228  -67.801 -0.097  0.116  0.086 
2M17520537-2246522          6.02604   1.92326  -67.659 -0.903  0.253  0.233 
2M17520538-1822315          9.82759   4.15966  -78.308  0.014  0.188  0.174 
2M17520549-2713296          2.20204  -0.34136   16.151 -0.079  0.055  0.017 
2M17520569-1823433          9.81094   4.14850  -46.153  0.356  0.059  0.044 
2M17520577-3547505         -5.19039  -4.69695  -90.085 -0.158  0.248  0.228 
2M17520585-3504367         -4.56651  -4.33317  -56.893 -0.914  0.334  0.252 
2M17520625-2947475         -0.00974  -1.65399 -133.257 -0.202  0.110  0.094 
2M17520671-1827397          9.75621   4.11182  -74.780 -0.748  0.357  0.304 
2M17520729-2250239          5.97914   1.88699  -96.951  0.055  0.139  0.094 
2M17520743-3031036         -0.62865  -2.02468  146.679 -0.063  0.005  0.022 
2M17520746-1855370          9.35491   3.87342  133.441  0.131  0.156  0.143 
2M17520818-2212104          6.52972   2.20818  164.831 -0.119  0.208  0.248 
2M17520846-2311091          5.68357   1.70706   17.627 -0.392  0.319  0.313 
2M17520874-3447207         -4.31256  -4.19617   17.961 -0.184  0.274  0.260 
2M17520934-3359194         -3.61953  -3.79289  -15.086  0.413  0.017  0.004 
2M17520940-2300468          5.83427   1.79194   72.221 -0.160  0.175  0.209 
2M17520961-2322191          5.52553   1.60856  -78.921 -0.352  0.242  0.259 
2M17521092-1850009          9.44253   3.90894  129.217 -0.150  0.243  0.199 
2M17521099-2910280          0.53461  -1.35205 -214.996 -0.694  0.338  0.232 
2M17521101-2145384          6.91638   2.42361  156.003  0.305  0.055  0.049 
2M17521198-2333066          5.37528   1.50918  223.845  0.283  0.167  0.166 
2M17521255-2325054          5.49149   1.57533   14.715 -0.547  0.277  0.301 
2M17521259-3127414         -1.43260  -2.52050 -102.719 -0.793  0.427  0.283 
2M17521387-1836093          9.64814   4.01580    3.628 -0.975  0.352  0.334 
2M17521413-2242262          6.10682   1.93189   52.466 -0.172  0.274  0.254 
2M17521430-3255446         -2.69553  -3.27071  -17.303  0.387  0.099  0.034 
2M17521439-1846129          9.50424   3.92917    1.350 -0.870  0.350  0.233 
2M17521474-1902478          9.26605   3.78811  -49.010  0.292  0.064  0.027 
2M17521517-3031136         -0.61688  -2.05002   24.403 -0.334  0.252  0.280 
2M17521579-2740209          1.83633  -0.60217   66.103  0.148 -0.031  0.012 
2M17521699-1816285          9.93808   4.17103  -12.985  0.277  0.122  0.055 
2M17521725-2324473          5.50498   1.56243   12.193 -0.154  0.222  0.135 
2M17521781-2104243          7.52236   2.75001   63.089  0.488 -0.001 -0.024 
2M17521819-2220376          6.42794   2.10329   -2.078  0.359  0.027  0.009 
2M17521850-3255101         -2.67982  -3.27851   41.090  0.360  0.092  0.013 
2M17521872-2051546          7.70380   2.85270  -81.035  0.359  0.035  0.027 
2M17521886-2328372          5.45310   1.52465 -104.020  0.320  0.086  0.038 
2M17521897-2256357          5.91303   1.79584   67.045  0.193  0.004  0.017 
2M17521907-2232484          6.25476   1.99714  -64.062  0.179 -0.010  0.022 
2M17521933-3307560         -2.86204  -3.38885 -140.633  0.103  0.170  0.082 
2M17521945-2305100          5.79088   1.72159  -43.661 -0.302  0.233  0.233 
2M17521955-3040372         -0.74380  -2.14315 -115.285 -1.185  0.436  0.320 
2M17521963-3418290         -3.87758  -3.98510  -39.749  0.246  0.087  0.048 
2M17521983-3237451         -2.42685  -3.13531  163.458  0.266 -0.029  0.000 
2M17521998-2807583          1.44795  -0.84993   44.304  0.009  0.025  0.064 
2M17522059-2225347          6.36155   2.05336  -35.394  0.032  0.178  0.188 
2M17522173-3257222         -2.70575  -3.30685   76.596  0.355 -0.027  0.026 
2M17522231-3314471         -2.95537  -3.45569  205.010 -0.498  0.369  0.308 
2M17522283-3232052         -2.34002  -3.09651 -159.523 -0.324  0.328  0.253 
2M17522301-3008222         -0.27433  -1.88057 -170.639 -1.152  0.352  0.270 
2M17522361-2133373          7.11388   2.48333  -74.759  0.452  0.052  0.027 
2M17522371-3305160         -2.81589  -3.37951  188.854  0.468  0.123  0.032 
2M17522402-3252373         -2.63335  -3.27363 -136.090  0.494  0.083  0.043 
2M17522494-2318128          5.61431   1.59288  117.643  0.323  0.025  0.034 
2M17522540-2819449          1.28911  -0.96698  -37.366 -0.224  0.075  0.066 
2M17522543-2300466          5.86558   1.73906   60.184 -0.727  0.322  0.290 
2M17522772-3406210         -3.68858  -3.90690   11.511  0.271  0.199  0.208 
2M17522774-2250070          6.02315   1.82176   -7.219 -0.090 -0.049  0.008 
2M17522819-2921497          0.40339  -1.50222 -103.968 -1.100  0.324  0.278 
2M17522820-2134099          7.11511   2.46344   -4.252  0.408  0.040  0.009 
2M17522907-2311401          5.71633   1.63472    8.695  0.144  0.092  0.084 
2M17522908-2047359          7.78629   2.85440   85.210 -0.681  0.240  0.267 
2M17522912-2424426          4.66806   1.01530   18.682 -0.160  0.226  0.263 
2M17522971-2238597          6.18672   1.90945   20.501  0.027  0.085  0.058 
2M17522980-2235506          6.23217   1.93586   92.261  0.233  0.067  0.062 
2M17523006-3451035         -4.32914  -4.29039  -77.733  0.315  0.021  0.024 
2M17523022-3321308         -3.03829  -3.53624  -22.728 -0.612  0.229  0.197 
2M17523047-2738478          1.88617  -0.63564  171.240 -0.481  0.317  0.310 
2M17523055-2301479          5.86090   1.71348  -92.809 -0.702  0.346  0.275 
2M17523061-3242340         -2.47694  -3.20861   78.215 -0.090  0.214  0.261 
2M17523068-3123201         -1.33732  -2.53901  -99.186 -0.033  0.171  0.246 
2M17523083-2252532          5.98943   1.78806  -58.845 -0.334  0.198  0.231 
2M17523137-3412497         -3.77557  -3.97234 -192.210  0.527  0.021  0.010 
2M17523154-2106087          7.52447   2.68932    1.880 -0.997  0.239  0.285 
2M17523195-3206099         -1.95085  -2.90509  -11.970 -0.166  0.215  0.250 
2M17523264-3036486         -0.66519  -2.15130   86.615 -0.444  0.071  0.084 
2M17523266-3300511         -2.73647  -3.36917   53.028 -0.343  0.281  0.202 
2M17523274-3154355         -1.78299  -2.80968   37.158  0.189  0.105  0.096 
2M17523287-2752197          1.69653  -0.75806  -61.948 -0.143  0.242  0.172 
2M17523312-2259086          5.90403   1.72751  158.212 -0.527  0.337  0.284 
2M17523349-2932170          0.26307  -1.60738  184.921  0.162  0.179  0.130 
2M17523370-2142456          7.00242   2.37233  -66.461 -1.209  0.342  0.223 
2M17523419-3355179         -3.51799  -3.83301  129.903  0.349  0.046  0.023 
2M17523431-2058292          7.64006   2.74478  -15.818  0.219  0.055  0.059 
2M17523501-2419144          4.75794   1.04244   43.464 -0.202  0.070  0.105 
2M17523574-3036428         -0.65818  -2.16005   18.334 -1.036  0.230  0.361 
2M17523597-3313159         -2.90934  -3.48390 -177.490  0.377  0.148  0.059 
2M17523622-3249273         -2.56611  -3.28371 -202.386 -0.812  0.319  0.263 
2M17523771-3336172         -3.23788  -3.68327  -11.255  0.230  0.169  0.215 
2M17523844-2452406          4.28469   0.74773  163.709  0.335  0.184  0.097 
2M17523849-3006463         -0.22301  -1.91508 -251.036  0.040  0.022 -0.012 
2M17523870-2755014          1.66878  -0.79939   -2.683  0.021  0.060  0.065 
2M17523905-3423420         -3.91894  -4.08670 -149.898 -0.865  0.340  0.299 
2M17524014-2311067          5.74589   1.60293   29.521 -0.526  0.236  0.131 
2M17524025-2221103          6.46335   2.02546   99.792  0.388 -0.003  0.001 
2M17524035-3015529         -0.35048  -1.99797   -8.256 -0.860  0.306  0.415 
2M17524067-3306330         -2.80434  -3.44140   76.917 -0.973  0.181  0.171 
2M17524100-2224559          6.41082   1.99114  122.517 -0.333  0.251  0.276 
2M17524104-3425048         -3.93537  -4.10424  -84.459 -0.206  0.223  0.214 
2M17524132-2314349          5.69835   1.56966  -51.562  0.169  0.057  0.054 
2M17524160-3506374         -4.53383  -4.45531  106.270 -0.352  0.148  0.209 
2M17524166-2816442          1.36269  -0.99281  -69.623  0.189  0.105  0.044 
2M17524174-2204171          6.70889   2.16339 -203.718 -0.022  0.196  0.230 
2M17524193-2658010          2.49288  -0.32632  207.292 -0.855  0.361  0.247 
2M17524279-2249417          6.05860   1.77555   38.373  0.453  0.043  0.016 
2M17524280-1908163          9.24320   3.64661  -65.700  0.046  0.140  0.111 
2M17524390-2756252          1.65847  -0.82769   81.775  0.468 -0.054 -0.004 
2M17524451-2830199          1.17288  -1.11702  -50.405 -0.428  0.293  0.243 
2M17524502-2120076          7.35003   2.52596  -65.732  0.291  0.150  0.066 
2M17524553-2455483          4.25344   0.69816 -193.230  0.092  0.166  0.095 
2M17524558-2252355          6.02243   1.74180  -77.998  0.092  0.002  0.009 
2M17524590-2251494          6.03410   1.74724  235.997 -0.173  0.260  0.199 
2M17524601-2324252          5.56620   1.47088  136.787 -0.421 -0.295 -0.095 
2M17524612-1839444          9.66101   3.87573   50.155  0.095 -0.025  0.004 
2M17524704-2224483          6.42445   1.97217  -30.611  0.391  0.079  0.033 
2M17524718-2343461          5.29066   1.30314  -47.992 -0.016  0.209  0.162 
2M17524739-2254174          6.00158   1.72142 -192.225 -0.211  0.328  0.249 
2M17524749-3411140         -3.72444  -4.00684 -103.955 -0.200  0.222  0.256 
2M17524904-3251594         -2.57984  -3.34380 -128.191 -0.815  0.347  0.260 
2M17524920-3250051         -2.55214  -3.32822  -44.680 -0.752  0.416  0.275 
2M17524943-2926329          0.37481  -1.60862 -167.093  0.198  0.207  0.111 
2M17524946-2424581          4.70362   0.94665  145.137  0.339  0.027  0.034 
2M17525002-2423089          4.73080   0.96024  -45.969 -0.218  0.230  0.247 
2M17525012-3146525         -1.64076  -2.79749 -221.735 -0.800  0.313  0.260 
2M17525039-2318139          5.66357   1.50882   77.192 -0.331  0.207  0.241 
2M17525051-1900238          9.37206   3.68680  -31.564 -0.240  0.352  0.272 
2M17525121-2252562          6.02848   1.72028  -57.924  0.215  0.032  0.008 
2M17525147-2936107          0.24026  -1.69648  180.173 -0.803  0.383  0.275 
2M17525156-1836014          9.72546   3.88848  -77.242  0.093  0.127  0.087 
2M17525174-2418297          4.80092   0.99405  -48.832 -0.923  0.240  0.613 
2M17525213-3304214         -2.75247  -3.45738 -180.423 -0.216  0.260  0.156 
2M17525256-2949235          0.05245  -1.81171  113.377 -1.016 -0.078  0.043 
2M17525313-2151260          6.91595   2.23419  108.879 -0.232  0.211  0.273 
2M17525319-3423191         -3.88882  -4.12546   57.432  0.017 -0.012  0.043 
2M17525362-2442521          4.45468   0.78142   64.520  0.480  0.089  0.029 
2M17525379-3319319         -2.96815  -3.59027 -205.673  0.323  0.188  0.100 
2M17525401-3213018         -2.01015  -3.03016   28.964 -0.392  0.313  0.256 
2M17525438-2326320          5.55210   1.42542  176.462  0.016  0.008  0.042 
2M17525475-2234541          6.29446   1.86117    4.075  0.318  0.063  0.029 
2M17525542-2301457          5.90991   1.63167  164.578 -0.775  0.331  0.284 
2M17525560-2433274          4.59359   0.85468 -107.480 -0.009  0.222  0.140 
2M17525574-3006484         -0.19192  -1.96894 -159.509 -0.759  0.315  0.190 
2M17525575-2943534          0.13735  -1.77510 -196.360 -0.575  0.422  0.244 
2M17525640-2313430          5.74011   1.52725  -10.738 -0.454  0.321  0.296 
2M17525675-3239467         -2.39030  -3.26413  -52.792  0.290  0.098  0.043 
2M17525697-2442164          4.46966   0.77554  -70.017 -0.055  0.203  0.234 
2M17525706-3301482         -2.70697  -3.45072  -20.560  0.315  0.032  0.015 
2M17525757-3312098         -2.85530  -3.53957   39.268  0.446  0.087  0.031 
2M17525790-2756056          1.68937  -0.86930  -69.353  0.058  0.018  0.008 
2M17525876-2242533          6.18755   1.78032  -80.996 -0.060  0.137  0.100 
2M17525893-2439138          4.51712   0.79493  -18.531  0.193  0.023  0.036 
2M17525896-3229426         -2.24141  -3.18590  128.153  0.013  0.020  0.071 
2M17525930-2058575          7.68263   2.65700   62.199  0.167  0.051  0.037 
2M17525963-2046451          7.85888   2.75895  -43.990  0.249  0.049  0.037 
2M17525971-1912041          9.22222   3.55723 -111.459  0.320  0.089  0.013 
2M17525982-2056435          7.71576   2.67413   -1.969  0.189  0.054  0.032 
2M17530027-1836274          9.73663   3.85516  -50.956 -0.228  0.239  0.216 
2M17530065-3019504         -0.37026  -2.09438  -80.322 -0.913  0.406  0.298 
2M17530094-2101195          7.65180   2.63151  233.114 -0.371  0.269  0.283 
2M17530128-3417398         -3.79317  -4.10193  -19.924  0.097  0.170  0.142 
2M17530142-2804425          1.57227  -0.95343   57.145 -0.036  0.057  0.054 
2M17530158-1852551          9.50192   3.71214   28.981  0.078  0.198  0.132 
2M17530268-3309307         -2.80808  -3.53261 -111.929 -1.117  0.323  0.200 
2M17530302-2302369          5.91246   1.59933  207.008 -0.139  0.225  0.261 
2M17530344-2243326          6.18728   1.75925  192.211  0.003  0.207  0.157 
2M17530359-2258461          5.96883   1.62997 -121.516  0.390  0.116  0.024 
2M17530399-3218285         -2.07069  -3.10640   93.809  0.114  0.105  0.068 
2M17530415-2931151          0.33437  -1.69441  -35.481  0.404  0.018 -0.005 
2M17530461-3311339         -2.83427  -3.55570 -263.789 -0.354  0.291  0.270 
2M17530466-1850245          9.54427   3.72277   -6.032 -0.283  0.284  0.230 
2M17530484-2225492          6.44468   1.90449   39.746 -1.076  0.318  0.242 
2M17530553-2909560          0.64317  -1.51839  -18.419 -0.747  0.305  0.259 
2M17530587-2948431          0.08657  -1.84749 -297.844 -0.217  0.258  0.244 
2M17530628-2208147          6.70007   2.04829  -21.483  0.218  0.110  0.059 
2M17530635-3143198         -1.56061  -2.81713 -153.135 -0.999  0.345  0.257 
2M17530644-2038231          7.99271   2.80670  -19.355 -0.247  0.093  0.010 
2M17530708-3321184         -2.97032  -3.64515 -166.254 -0.511  0.242  0.190 
2M17530737-2415548          4.86816   0.96478  172.673  0.121  0.021  0.068 
2M17530794-3042507         -0.68770  -2.31136 -103.225  0.519  0.109 -0.006 
2M17530837-2921248          0.48350  -1.62437 -235.469  0.042  0.149  0.080 
2M17530932-2931465          0.33636  -1.71498   85.261 -0.696  0.197  0.242 
2M17530993-3319268         -2.93849  -3.63805  -41.555 -0.213  0.262  0.224 
2M17531039-1853261          9.51204   3.67781  -93.343 -0.911  0.290  0.284 
2M17531081-2452437          4.34616   0.64192  145.485  0.329  0.086  0.057 
2M17531106-3248328         -2.49120  -3.38129  -16.135  0.341  0.072  0.034 
2M17531121-2947496          0.10917  -1.85657   73.699 -0.602  0.291  0.252 
2M17531170-3412156         -3.69705  -4.08752  -53.771  0.167  0.149  0.090 
2M17531188-1839127          9.72008   3.79240   64.483  0.264  0.075  0.055 
2M17531202-2921172          0.49203  -1.63473  -51.770 -0.400  0.273  0.232 
2M17531262-2423344          4.76826   0.88278   79.813 -0.329  0.281  0.247 
2M17531266-3226296         -2.17068  -3.20033   25.971  0.390 -0.004  0.013 
